SteamAppid,Description,Type,Name,Publishers,Developers,isFree,InterfaceLanguages,FullAudioLanguages,SubtitlesLanguages,Windows,Mac,Linux,Date,ComingSoon,Currency,DiscountPercent,InitialFormatted,FinalFormatted
15740,"New port for 2016! 60 FPS, higher res textures, higher poly models, improved audio, numerous fixes and improvements, and trading cards, badges, emotes and backgrounds!",game,Oddworld: Munch's Oddysee,Oddworld Inhabitants,Oddworld Inhabitants,false,"Inglés, Francés, Italiano, Alemán, Español de España<strong>*</strong>","Inglés, Francés, Italiano, Alemán","Inglés, Francés, Italiano, Alemán, Español de España<strong>*</strong>",true,false,false,20 DIC 2010,false,ARS,0,ARS 67.99,"ARS$ 67,99"
15710,"La tranquila jubilación de Abe se vio interrumpida cuando tuvo una visión de los Guías Espirituales Mudokon. En ella, Abe™ aprendió que el Cartel Magog estaba excavando Necrum, la ciudad Mudokon sagrada de los muertos, para recoger huesos con intención de fabricar cerveza SoulStorm superadictiva.",game,Oddworld: Abe's Exoddus®,Oddworld Inhabitants,Oddworld Inhabitants,false,"Inglés, Francés, Alemán, Italiano, Español de España",,"Inglés, Francés, Alemán, Italiano, Español de España",true,false,false,28 AGO 2008,false,ARS,0,ARS 39.99,"ARS$ 0,00"
15700,"Elegido por el caprichoso dedo del destino, Abe™, un limpiasuelos de las Granjas Hostiles, fue catapultado a una vida de aventuras cuando fue testigo de los planes que su jefe, Molluck el Glukkon™, tenía para convertir a Abe y sus camaradas Mudokons en delicias de carne, como parte de un desesperado intento de realzar el moribundo imperio",game,Oddworld: Abe's Oddysee®,Oddworld Inhabitants,Oddworld Inhabitants,false,"Inglés, Francés, Alemán, Italiano, Japonés, Español de España",,"Inglés, Francés, Alemán, Italiano, Japonés, Español de España",true,false,false,28 AGO 2008,false,ARS,0,ARS 39.99,"ARS$ 0,00"
15620,"Estamos en el cuadragésimo primer milenio, en el Sub-Sector Aurelia: un cúmulo de planetas en un confín de la galaxia, donde una batalla de proporciones épicas está a punto de comenzar. Antiguas razas se enfrentarán en los planetas de este sector espacial en un todo por el todo.",game,"Warhammer 40,000: Dawn of War II","SEGA, Feral Interactive (Mac/Linux)","Relic Entertainment, Feral Interactive (Mac/Linux)",false,"Inglés, Francés, Alemán, Italiano, Español de España",,"Inglés, Francés, Alemán, Italiano, Español de España",true,true,true,18 FEB 2009,false,ARS,0,ARS 224.99,"ARS$ 224,99"
15800,"Planet Busters es un nuevo juego de Slam para un solo jugador, que combina la acción de los rompecabezas con el alucinante poder de fuego y unas explosiones espectaculares. El misterioso Scourge ha destruido la Tierra. Llegó la hora de la venganza.",game,Planet Busters,Slam,Slam,false,Inglés,,Inglés,true,false,false,30 JUN 2008,false,,0,ARS 0.00,
15930,"Un valiente y joven faraón, que falleció prematuramente debido a una feroz tormenta de arena y al que los dioses transformaron en un habilidoso escarabajo, tendrá que luchar contra el poderoso dios del caos, Set, para liberar las esencias de otros dioses Egipcios contenidas en esferas de color mágicas.",game,Luxor 3,Accelerate Games,MumboJumbo,false,Inglés,,Inglés,true,false,false,10 JUN 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
15910,"La gloria y la aventura te esperan en tu regreso para salvar al antiguo Egipto de su destrucción con Luxor: Amun Rising. En esta continuación del exitoso juego original, tendrás que derrotar a los príncipes rebeldes de Megido antes de que destronen al faraón y de que suman a los dos países en el caos.",game,Luxor Amun Rising,Accelerate Games,MumboJumbo,false,"Inglés, Francés, Alemán, Sueco",,"Inglés, Francés, Alemán, Sueco",true,false,false,10 JUN 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
15900,"Viaja al pasado con la serie 7 Wonders, a una época en la que magníficas construcciones se están llevando a cabo en lejanas tierras. Disfruta de la mecánica de juego match-3 en un nuevo y mejorado escenario interactivo, en el cual, no sólo descubrirás cosas sobre increíbles maravillas como Stonehenge y el Taj Mahal, sino que también...",game,7 Wonders II,Accelerate Games,MumboJumbo,false,Inglés,,Inglés,true,false,false,10 JUN 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
15920,"La ansiosamente esperada continuación del mejor juego para jugadores ocasionales de 2005, LUXOR 2, establece un nuevo nivel en el género de los rompecabezas de acción. LUXOR 2 te transporta en un hermoso viaje a través de 88 niveles completamente nuevos y magníficamente representados que están localizados entre las pirámides del antiguo...",game,Luxor 2,Accelerate Games,MumboJumbo,false,"Inglés, Francés, Alemán",,"Inglés, Francés, Alemán",true,false,false,10 JUN 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
15750,"Tú eres Stranger, un misterioso cazarrecompensas en una misión para capturar el mejor premio posible. Y necesitas el dinero como nadie porque tienes un grave problema de salud y el único modo de solucionarlo es una operación muy costosa.",game,Oddworld: Stranger's Wrath HD,Oddworld Inhabitants,Oddworld Inhabitants,false,Inglés,,Inglés,true,false,false,20 DIC 2010,false,ARS,0,ARS 129.99,"ARS$ 129,99"
15970,"Adictivo y emocionante, Luxor es un juego de rompecabezas de acción que te embarca en una aventura a través del antiguo Egipto. Isis te ha alistado para luchar contra Set y sus malvados secuaces. Usa tu escarabajo para alcanzar y destruir las esferas que se acercan antes de que lleguen hasta las pirámides.",game,Luxor,Accelerate Games,MumboJumbo,false,"Inglés, Francés, Alemán, Sueco",,"Inglés, Francés, Alemán, Sueco",true,true,false,10 JUN 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
15960,"Pásatelo bien de forma sencilla en Little Farm, en donde podrás sacarle provecho a tu capacidad de resolver rompecabezas y de hacer combinaciones para hacer posible que los Norman se acostumbren a la vida en la granja y que cultiven montones de hortalizas.",game,Little Farm,Accelerate Games,MumboJumbo,false,Inglés,,Inglés,true,false,false,10 JUN 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16020,"¡En una misión para recuperar el Cetro de Zeus para el Museo de los Secretos Perdidos, la arqueóloga y aventurera Samantha Swift se encuentra con uno de los mayores hallazgos arqueológicos de todos los tiempos! Por desgracia, también se topa con la codiciosa cazatesoros Ravena Stryker.",game,Samantha Swift and the Hidden Roses of Athena,Accelerate Games,MumboJumbo,false,Inglés,,Inglés,true,false,false,31 OCT 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16000,"Desempolva tu lupa y tu pasaporte: es hora de jugar a Discovery!, el concurso de búsqueda presentado por Jerry Landers y su encantadora ayudante Jill Summers. Ponte tras el volante y elige tu aventura para hoy. ¿Será España, China, Australia o uno de los otros tres fabulosos y populares destinos internacionales?",game,Discovery! A Seek and Find Adventure,Accelerate Games,MumboJumbo,false,Inglés,,Inglés,true,false,false,29 JUL 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16030,¡Es hora de erigir nueve de las construcciones más fascinantes de la historia! Combina runas para romper bloques y descubrir la cerradura y la piedra maestra de cada ronda. ¡Gira el cubo para mover la piedra maestra por los caminos que has creado hasta llegar a la cerradura de cada nivel y conquistar las seis caras!,game,7 Wonders: Treasures of Seven,Accelerate Games,MumboJumbo,false,Inglés,,Inglés,true,false,false,14 NOV 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16060,"Cuando el nuevo benefactor de Samantha le pide que encuentre el Gran Pergamino de la Abundancia de Alejandro Magno, la oportunidad parece demasiado buena para ser verdad¡buscar el pergamino a la vez que que recoge increíbles descubrimientos para el Museo de los Secretos Perdidos!",game,Samantha Swift and the Golden Touch,Accelerate Games,MumboJumbo,false,Inglés,,Inglés,true,false,false,29 ABR 2009,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16040,"LUXOR, el rompecabezas de acción superventas, cruza la frontera de Egipto y se lanza a la Ruta de la Seda en busca de riquezas que superan a la imaginación. Uno de los rostros más hermosos y famosos de la historia es al mismo tiempo uno de sus grandes misterios.",game,Luxor: Quest for the Afterlife,Accelerate Games,MumboJumbo,false,Inglés,,Inglés,true,false,false,15 DIC 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16130,"Fish Tycoon es un juego basado en la cría virtual de peces. El objetivo es criar y cruzar peces hasta encontrar los siete peces mágicos y solucionar el rompecabezas genético. El jugador tiene que comprar suministros como medicinas, huevos y plantas especiales y vender algunos de los peces en su propia tienda virtual de mascotas.",game,Fish Tycoon,Last Day of Work,Last Day of Work,false,Inglés,,Inglés,true,false,false,12 MAY 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16100,"Cuida y alimenta a una tribu de pequeños seres enseñándoles lo básico para sobrevivir. Necesitarán hacerse granjeros, constructores, científicos, padres y ¡tomar decisiones sobre los impredecibles 'eventos de isla'! Guíalos en su día a día y ayúdales a explorar y a restaurar sus casas.",game,Virtual Villagers: A New Home,Last Day of Work,Last Day of Work,false,Inglés,,Inglés,true,false,false,12 MAY 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16120,Plant Tycoon es un juego de simulación de jardinería en el que cultivas plantas y experimentas con especies cada vez más raras y valiosas. El objetivo es reproducir e injertar plantas hasta encontrar las 6 Plantas Mágicas Aisladas y resolver el puzle genético.,game,Plant Tycoon,Last Day of Work,Last Day of Work,false,Inglés,,Inglés,true,false,false,12 MAY 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16110,"En algún lugar del Pacífico, había una preciosa isla llamada Isola, donde los aldeanos perdidos construyeron su hogar. Los náufragos exploraron su pequeña zona de la isla hasta conocer cada esquina. Sólo una misteriosa cueva no había sido explorada con detenimiento.",game,Virtual Villagers: The Lost Children,Last Day of Work,Last Day of Work,false,Inglés,,Inglés,true,false,false,12 MAY 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16180,Embárcate en un viaje con un grupo de aldeanos en busca de la isla perfecta para colonizar. Toma tierra en las recónditas costas de la parte norte de Isola y explora la que en su día fue una ciudad secreta.,game,Virtual Villagers - The Secret City,Last Day of Work,Last Day of Work,false,Inglés,,Inglés,true,false,false,28 MAY 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16300,"Everyday Shooter es una colección de juegos que exploran el poder expresivo de los juegos tipo shooter abstractos. Los sonidos de destrucción se sustituyen por ritmos de guitarra que se harmonizan en una banda sonora global de este instrumento, mientras se modelan formas que celebran la belleza del flujo de la geometría.",game,Everyday Shooter,,Queasy Games,false,Inglés,,Inglés,true,false,false,8 MAY 2008,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16200,"De los creadores de la exitosa serie Virtual Villagers, aquí está el nuevo juego casual que capta todo el dramatismo de la vida: ¡Virtual Families! Virtual Families es un simulador casual de familias que transcurre en tiempo real. Adopta y cuida a una persona necesitada en tu ordenador.",game,Virtual Families,Last Day of Work,Last Day of Work,false,Inglés,,Inglés,true,false,false,6 MAY 2009,false,ARS,0,ARS 129.99,"ARS$ 129,99"
16450,"Assume the role of Special Forces Sgt. Becket as your routine mission quickly turns into a fight for survival against the wrath of Alma Wade. As Alma's terrifying power surges out of control, your squad is forced to battle through an apocalyptic landscape in search of clues for how to destroy her!",game,F.E.A.R. 2: Project Origin,"Warner Bros. Games, Warner Bros. Interactive Entertainment",Monolith,false,"Inglés, Francés, Italiano, Alemán, Español de España, Polaco, Ruso, Checo, Húngaro",,"Inglés, Francés, Italiano, Alemán, Español de España, Polaco, Ruso, Checo, Húngaro",true,false,false,12 FEB 2009,false,ARS,0,ARS 699.99,"ARS$ 699,99"
16500,Meet Chaos Theory! A balanced mix of arcade gameplay and challenging physics-based puzzle solving.The main objective in Chaos Theory is to fill &quot;Collectors&quot; with magnetically charged particles. Those particles move freely in the environment and are influenced by other objects and their magnetic forces.,game,Chaos Theory,blurredVision,blurredVision,false,"Inglés, Alemán",,"Inglés, Alemán",true,false,false,22 MAY 2008,false,,0,ARS 0.00,
16465,"¡Disfruta de cuatro niveles totalmente nuevos para un solo jugador en esta campaña de contenido extra descargable para F.E.A.R. 2! Coincidiendo con los acontecimientos del juego principal, vivirás el caos de la secuela de Alma desde un punto de vista totalmente nuevo: el de un Soldado Replicante 813.",dlc,F.E.A.R. 2: Reborn (DLC),Warner Bros. Interactive Entertainment,"Monolith Productions, Inc.",false,"Inglés, Francés, Alemán, Italiano, Español de España",,"Inglés, Francés, Alemán, Italiano, Español de España",true,false,false,3 SEP 2009,false,ARS,0,ARS 4499.00,"ARS$ 4.499,00"
16600,"Redlynx Trials 2 Second Edition es un juego de motocicleta espectacular con estupende grafica Y control adictivo. 4 Modos de juego (carrera,pirueta,cabatillo,dinámico) Carrera: compite contra otros jugadores por mínimo fallo en la pista Pirueta: intenta realizar tantas piruetas traseras o delanteras con tu motocicleta.",game,Trials 2: Second Edition,RedLynx Ltd.,Redlynx,false,"Inglés, Francés, Italiano, Alemán, Español de España, Ruso, Polaco, Sueco, Checo, Finés",,"Inglés, Francés, Italiano, Alemán, Español de España, Ruso, Polaco, Sueco, Checo, Finés",true,false,false,28 MAY 2008,false,,0,ARS 0.00,
16620,"Corre, salta y llega a velocidades extremas con tus monster trucks (camiones) a lo largo de niveles dinámicos y emocionantes. Gana medallas, desbloquea nuevos niveles y obtén otros vehículos. Un montón de pistas geniales Ve rápido pero también usa tu astucia en las pistas Mejora tus tiempos y gana medallas ¡Acumula tanques de Nitro y...",game,Monster Trucks Nitro ,Miniclip.com,Redlynx Ltd,false,Inglés,,Inglés,true,true,false,29 ENE 2009,false,,0,ARS 0.00,
16730,"Todas las criaturas de las antiguas leyendas y los mitos son reales... sólo que han estado encerradas miles de años dentro de la Caja de Pandora, esperando su momento. Cuando contratan a un ladrón llamado Deckard para que robe un antiguo artefacto, desata sin querer una guerra entre el hombre y el mito.",game,Legendary,SouthPeak Games,Spark Unlimited,false,Inglés,,Inglés,true,false,false,1 DIC 2008,false,ARS,0,ARS 67.99,"ARS$ 67,99"
16710,"Entra en el mundo de tiroteos de INSECTICIDE como la principiante pero orgullosa detective Chrys Liszt y ayuda a resolver un crimen de proporciones épicas. Lidera a tu equipo en una cacería de bichos, reuniendo pistas y resolviendo puzles.",game,Insecticide Part 1,Missing Link Games,Crackpot Entertainment,false,Inglés,,Inglés,true,false,false,1 JUL 2008,false,ARS,0,ARS 320.00,"ARS$ 320,00"
16810,Sid Meier's Civilization IV: Colonization es la tercera entrega de la galardonada saga Civilization IV y supone una reinvención del clásico Colonization que Sid Meier creó en 1994. Sid Meier's Civilization IV: Colonization es una conversión total del motor de Civilization IV en una experiencia de juego donde los jugadores guiarán a una...,game,Sid Meier's Civilization IV: Colonization,2K,Firaxis Games,false,"Inglés, Francés, Alemán, Español de España, Italiano",,"Inglés, Francés, Alemán, Español de España, Italiano",true,true,false,23 SEP 2008,false,ARS,0,ARS 359.99,"ARS$ 359,99"
16860,"El periodo de la Antigüedad Clásica fue testigo del surgimiento de las ciudades estado de Fenicia, Grecia y, más tarde, Roma y Persia. Todos sus conflictos se centraron en el gran mar del &quot;Medio de la Tierra&quot;, de ahí llamado Mediterráneo.",dlc,Civilization V - Cradle of Civilization Map Pack: Mediterranean,"2K, Aspyr (Mac), Aspyr (Linux)","Firaxis Games, Aspyr (Mac), Aspyr (Linux)",false,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",true,true,true,30 NOV 2010,false,ARS,0,ARS 53.99,"ARS$ 53,99"
16862,"Aunque la civilización floreció más tarde en el hemisferio occidental, la región que va desde Perú en el sur hasta México en el norte fue tan importante como una incubadora para el desarrollo de culturas antiguas. Este mapa abarca esta zona accidentada de junglas y terrenos elevados.",dlc,Civilization V - Cradle of Civilization Map Pack: Americas,"2K, Aspyr (Mac), Aspyr (Linux)","Firaxis Games, Aspyr (Mac), Aspyr (Linux)",false,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",true,true,true,30 NOV 2010,false,ARS,0,ARS 53.99,"ARS$ 53,99"
16720,"Inspirado en la fascinante historia y el inquebrantable espíritu de la agente secreto británica Violette Szabo, el jugador toma el control de Violette Summer, una hermosa espía de la Segunda Guerra Mundial adentrada en lo más profundo de las líneas enemigas, sin apoyo ni cobertura oficial por parte del gobierno británico.",game,Velvet Assassin,Missing Link Games,Replay Studios,false,"Inglés, Francés",,"Inglés, Francés",true,true,false,1 MAY 2009,false,ARS,0,ARS 67.99,"ARS$ 67,99"
16861,"El valle del río Indo fue el hogar de la primera civilización harappa, mientras que el valle del río Amarillo en China asistió al surgimiento de las primeras dinastías chinas. Ambas regiones están incluidas en el mismo mapa.",dlc,Civilization V - Cradle of Civilization Map Pack: Asia,"2K, Aspyr (Mac), Aspyr (Linux)","Firaxis Games, Aspyr (Mac), Aspyr (Linux)",false,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",true,true,true,30 NOV 2010,false,ARS,0,ARS 53.99,"ARS$ 53,99"
16870,"Interactúa con nuevos tipos de ciudades-estado, participa en nuevas misiones y competiciones globales y domina novedosos sistemas de combate terrestre y naval.",dlc,Sid Meier's Civilization V: Gods and Kings,"2K, Aspyr (Mac), Aspyr (Linux)","Firaxis Games, Aspyr (Mac), Aspyr (Linux)",false,"Inglés, Francés, Alemán, Italiano, Japonés, Coreano, Polaco, Ruso, Español de España, Chino tradicional<br><strong>*</strong>idiomas con localización de audio","Inglés, Francés, Alemán, Italiano, Español de España","Inglés, Francés, Alemán, Italiano, Japonés, Coreano, Polaco, Ruso, Español de España, Chino tradicional<br><strong>*</strong>idiomas con localización de audio",true,true,true,21 JUN 2012,false,ARS,0,ARS 395.99,"ARS$ 395,99"
16867,"Descripción del Escenario:Corre el año 1492. A las cortes de Inglaterra, Francia y España acudieron intrépidos exploradores, ansiosos por viajar a través del Atlántico en busca de una ruta por el oeste hacia China y las Indias. ¿Encontrarán una nueva ruta de comercio y las incalculables riquezas de las costas Asiáticas?",dlc,Civilization V - Civ and Scenario Double Pack: Spain and Inca,"2K, Aspyr (Mac), Aspyr (Linux)","Firaxis Games, Aspyr (Mac), Aspyr (Linux)",false,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",true,true,true,16 DIC 2010,false,ARS,0,ARS 125.99,"ARS$ 125,99"
16868,"Disponible anteriormente como parte de la Digital Deluxe Edition en exclusiva, el Babylonian Civilization Pack y su gobernante, Nabucodonosor II (c. 630 – c. 561 D.C.), están disponibles como descarga por separado.",dlc,Civilization V - Babylon (Nebuchadnezzar II),"2K, Aspyr (Mac), Aspyr (Linux)","Firaxis Games, Aspyr (Mac), Aspyr (Linux)",false,"Inglés, Francés, Alemán, Italiano, Español de España, Polaco, Coreano",,"Inglés, Francés, Alemán, Italiano, Español de España, Polaco, Coreano",true,true,true,25 OCT 2010,false,ARS,0,ARS 89.99,"ARS$ 89,99"
16863,"El valle del río Indo fue el hogar de la primera civilización harappa, mientras que el valle del río Amarillo en China asistió al surgimiento de las primeras dinastías chinas. Ambas regiones están incluidas en el mismo mapa.",dlc,Civilization V - Cradle of Civilization Map Pack: Mesopotamia,"2K, Aspyr (Mac), Aspyr (Linux)","Firaxis Games, Aspyr (Mac), Aspyr (Linux)",false,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",true,true,true,30 NOV 2010,false,ARS,0,ARS 53.99,"ARS$ 53,99"
16866,"Explorers Map PackDiez fantásticos mapas para un jugador componen este DLC para Civilization V diseñado por Firaxis Games. Cinco de los mapas están basados en ubicaciones reales del mundo real, elegidas por su interés histórico y posibilidades de juego.",dlc,Civilization V - Explorer’s Map Pack,"2K, Aspyr (Mac), Aspyr (Linux)","Firaxis Games, Aspyr (Mac), Aspyr (Linux)",false,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",,"Inglés, Francés, Alemán, Italiano, Polaco, Español de España, Coreano",true,true,true,3 MAY 2011,false,ARS,0,ARS 89.99,"ARS$ 89,99"
16900,Uno de los desarrolladores de los Rainbow Six® y Ghost Recon® originales presenta para la gente más audaz un shooter en primera persona con compleja customización de personajes y armas. Tómate tu tiempo. Desarrolla tu plan. Completa la misión.,game,GROUND BRANCH,MicroProse Software,BlackFoot Studios,false,Inglés<strong>*</strong>,,Inglés<strong>*</strong>,true,false,false,14 AGO 2018,false,ARS,0,ARS 2100.00,"ARS$ 2.100,00"
17020,"2155. De las cenizas de la devastadora Tercera Gran Guerra emerge la Commonwealth, un opresivo gobierno mundial decidido a controlar todo el planeta. Las pocas facciones independientes que restan contraatacan de la única forma que pueden, con equipos de élite de operativos especiales entrenados en tácticas avanzadas de guerrilla con...",game,Global Agenda: Free Agent,Hi-Rez Studios,Hi-Rez Studios,true,"Inglés, Alemán",,"Inglés, Alemán",true,false,false,14 JUN 2011,false,,0,ARS 0.00,
17120,"Children of the Nile: Alexandria es una expansión para el juego Children of the Nile que añade una nueva minicampaña centrada en el surgimiento de la ciudad de Alejandría. ¡Mediante el uso de las particulares técnicas de construcción de edificios de Children of the Nile, forjarás una nueva dinastía para gobernar todo Egipto y construir...",game,Children of the Nile: Alexandria,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",false,"Inglés, Francés, Alemán, Italiano, Español de España",,"Inglés, Francés, Alemán, Italiano, Español de España",true,false,false,22 SEP 2008,false,,0,ARS 0.00,
17140,"11 de junio de 2009 - Actualización Dos nuevas clases de orco con las que jugar: Señor (Guerrero) o Chamán. Juego ampliado: Los orcos consumen el doble de comida, aprenden artes marciales de forma más rápida, fabrican objetos de forma más lenta y el Chamán utiliza totems para invocar criaturas.",game,Hinterland,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",false,"Inglés, Francés, Alemán, Español de España",,"Inglés, Francés, Alemán, Español de España",true,false,false,30 SEP 2008,false,,0,ARS 0.00,
17100,"Children of the Nile™ es una joya única entre los juegos de construcción de ciudades, sin parangón tanto en grandeza como en atención al detalle.Como Faraón guiarás a tu pueblo a través de miles de años de historia: desde los básicos cazadores y recolectores hasta la creación de una civilización inmortal.",game,Children of the Nile: Enhanced Edition,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",false,"Inglés, Francés, Alemán, Italiano, Español de España",,"Inglés, Francés, Alemán, Italiano, Español de España",true,false,false,8 JUL 2008,false,ARS,0,ARS 104.99,"ARS$ 104,99"
17080,Esta edición incluye las armas DLC de las diez expansiones anteriores además de nuevos contenidos.,game,Tribes: Ascend,Hi-Rez Studios,Hi-Rez Studios,true,"Inglés, Alemán, Ruso, Portugués de Portugal",Inglés,"Inglés, Alemán, Ruso, Portugués de Portugal",true,false,false,27 JUN 2012,false,,0,ARS 0.00,
17330,Una frenética nueva entrega del juego del año de PC de 2007*: Juega en el papel del sargento Sykes y experimenta una forma de combate completamente nueva. Una típica misión de combate tras las líneas enemigas se convierte en decisiva cuando descubres que tus enemigos han capturado algo de vital importancia para la consiguiente guerra.,game,Crysis Warhead®,Electronic Arts,Crytek,false,"Inglés, Francés, Alemán, Español de España, Italiano, Checo, Polaco, Ruso, Húngaro",,"Inglés, Francés, Alemán, Español de España, Italiano, Checo, Polaco, Ruso, Húngaro",true,false,false,17 SEP 2008,false,ARS,0,ARS 899.00,"ARS$ 899,00"
17180,"En este juego para PC que mezcla estrategia por turnos con combate táctico en tiempo real y en el papel de John Singleton Mosby, uno de los líderes más interesantes y dinámicos de la Guerra Civil, eres el responsable, no de liderar grandes ejércitos en la batalla, sino de dirigir pequeños grupos de hostigadores, exploradores y guerrillero",game,Mosby's Confederacy,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",false,Inglés,,Inglés,true,false,false,19 NOV 2008,false,,0,ARS 0.00,
17390,"Be the architect of your own universe with Spore, an exciting single-player adventure. From Single Cell to Galactic God, evolve your creature in a universe of your own creations.",game,SPORE™,Electronic Arts,Maxis™,false,"Inglés, Checo, Danés, Alemán, Español de España, Finés, Francés, Italiano, Húngaro, Holandés, Noruego, Polaco, Ruso, Sueco, Portugués de Portugal",,"Inglés, Checo, Danés, Alemán, Español de España, Finés, Francés, Italiano, Húngaro, Holandés, Noruego, Polaco, Ruso, Sueco, Portugués de Portugal",true,false,false,19 DIC 2008,false,ARS,0,ARS 899.00,"ARS$ 899,00"
17410,"In a city where information is heavily monitored, couriers called Runners transport sensitive data. In this seemingly utopian paradise, a crime has been committed, &amp; you are being hunted. You are a Runner called Faith and this innovative first-person action-adventure is your story.",game,Mirror's Edge™,Electronic Arts,DICE,false,"Inglés, Francés, Alemán, Italiano, Español de España, Checo, Ruso, Polaco, Húngaro, Portugués de Portugal","Inglés, Francés, Alemán, Italiano, Español de España, Ruso","Inglés, Francés, Alemán, Italiano, Español de España, Checo, Ruso, Polaco, Húngaro, Portugués de Portugal",true,false,false,14 ENE 2009,false,ARS,0,ARS 899.00,"ARS$ 899,00"
17440,"Llena tu universo de horror y humor. Crea bestias grotescas o animalitos cariñosos, luego míralos andar como robot, zombi, hacer el Break Dance ¡y más! Incluye más de 100 nuevos artículos. 60 Nuevas partes 48 Nuevas opciones de pintura 24 Nuevas animaciones",game,SPORE™ Creepy & Cute Parts Pack,Electronic Arts,Maxis™,false,"Inglés, Checo, Danés, Alemán, Español de España, Finés, Francés, Italiano, Húngaro, Holandés, Noruego, Polaco, Ruso, Sueco",,"Inglés, Checo, Danés, Alemán, Español de España, Finés, Francés, Italiano, Húngaro, Holandés, Noruego, Polaco, Ruso, Sueco",true,false,false,19 DIC 2008,false,ARS,0,ARS 899.00,"ARS$ 899,00"
17480,"El desesperado liderazgo de una condenada Unión Soviética viaja en el tiempo para cambiar la historia y restaurar la gloria de la Madre Rusia. La misión de viaje en el tiempo va mal, porque las circustancias son diferentes y la tecnología ha evolucionado de una forma totalmente distinta.",game,Command & Conquer: Red Alert 3,Electronic Arts,EA Los Angeles,false,"Checo, Inglés, Francés, Alemán, Húngaro, Italiano, Polaco, Ruso, Español de España",,"Checo, Inglés, Francés, Alemán, Húngaro, Italiano, Polaco, Ruso, Español de España",true,false,false,8 ENE 2009,false,ARS,0,ARS 899.00,"ARS$ 899,00"
17500,"¡Sumérgete en el apocalipsis zombie con Zombie Panic! Source: un shooter cooperativo survival horror en primera persona, una trepidante experiencia multijugador y una de las modificaciones de Half-Life 2 más populares de todos los tiempos.",game,Zombie Panic! Source,Zombie Panic! Team,Zombie Panic! Team,true,"Inglés, Ruso, Francés, Italiano, Alemán, Español de España, Danés, Holandés, Portugués de Portugal, Portugués de Brasil, Chino simplificado, Español de Hispanoamérica",Inglés,"Inglés, Ruso, Francés, Italiano, Alemán, Español de España, Danés, Holandés, Portugués de Portugal, Portugués de Brasil, Chino simplificado, Español de Hispanoamérica",true,false,true,3 OCT 2008,false,,0,ARS 0.00,
17460,"As Commander Shepard, you lead an elite squad on a heroic, action-packed adventure throughout the galaxy.",game,Mass Effect (2007),Electronic Arts,BioWare,false,"Inglés, Francés, Alemán, Español de España, Italiano",,"Inglés, Francés, Alemán, Español de España, Italiano",true,false,false,19 DIC 2008,false,ARS,0,ARS 5399.00,"ARS$ 5.399,00"
17470,"You are Isaac Clarke, an engineer on the spacecraft USG Ishimura. You're not a warrior. You're not a soldier. You are, however, the last line of defense for the remaining living crew.",game,《死亡空间》 (2008),Electronic Arts,EA Redwood Shores,false,"Inglés, Francés, Alemán, Italiano, Español de España",,"Inglés, Francés, Alemán, Italiano, Español de España",true,false,false,9 ENE 2009,false,ARS,0,ARS 899.00,"ARS$ 899,00"
